"id","section_id","sub_section","question_text"
194,7,"Implementasi SOP Operasional","[Implementasi SOP Operasional Bagaimana evaluasi indikator kinerja poin ke-5 pada aspek ini?]"
195,7,"Efisiensi dan Produktivitas","[Efisiensi dan Produktivitas Bagaimana evaluasi indikator kinerja poin ke-1 pada aspek ini?]"
196,7,"Efisiensi dan Produktivitas","[Efisiensi dan Produktivitas Bagaimana evaluasi indikator kinerja poin ke-2 pada aspek ini?]"
197,7,"Efisiensi dan Produktivitas","[Efisiensi dan Produktivitas Bagaimana evaluasi indikator kinerja poin ke-3 pada aspek ini?]"
198,7,"Efisiensi dan Produktivitas","[Efisiensi dan Produktivitas Bagaimana evaluasi indikator kinerja poin ke-4 pada aspek ini?]"
199,7,"Efisiensi dan Produktivitas","[Efisiensi dan Produktivitas Bagaimana evaluasi indikator kinerja poin ke-5 pada aspek ini?]"
200,7,"Kontrol Kualitas dan Perbaikan Berkelanjutan","[Kontrol Kualitas dan Perbaikan Berkelanjutan Bagaimana evaluasi indikator kinerja poin ke-1 pada aspek ini?]"
201,7,"Kontrol Kualitas dan Perbaikan Berkelanjutan","[Kontrol Kualitas dan Perbaikan Berkelanjutan Bagaimana evaluasi indikator kinerja poin ke-2 pada aspek ini?]"
202,7,"Kontrol Kualitas dan Perbaikan Berkelanjutan","[Kontrol Kualitas dan Perbaikan Berkelanjutan Bagaimana evaluasi indikator kinerja poin ke-3 pada aspek ini?]"
203,7,"Kontrol Kualitas dan Perbaikan Berkelanjutan","[Kontrol Kualitas dan Perbaikan Berkelanjutan Bagaimana evaluasi indikator kinerja poin ke-4 pada aspek ini?]"
204,7,"Kontrol Kualitas dan Perbaikan Berkelanjutan","[Kontrol Kualitas dan Perbaikan Berkelanjutan Bagaimana evaluasi indikator kinerja poin ke-5 pada aspek ini?]"
205,7,"Integrasi Operasional dengan Teknologi & Sistem Informasi","[Integrasi Operasional dengan Teknologi & Sistem Informasi Bagaimana evaluasi indikator kinerja poin ke-1 pada aspek ini?]"
206,7,"Integrasi Operasional dengan Teknologi & Sistem Informasi","[Integrasi Operasional dengan Teknologi & Sistem Informasi Bagaimana evaluasi indikator kinerja poin ke-2 pada aspek ini?]"
207,7,"Integrasi Operasional dengan Teknologi & Sistem Informasi","[Integrasi Operasional dengan Teknologi & Sistem Informasi Bagaimana evaluasi indikator kinerja poin ke-3 pada aspek ini?]"
208,7,"Integrasi Operasional dengan Teknologi & Sistem Informasi","[Integrasi Operasional dengan Teknologi & Sistem Informasi Bagaimana evaluasi indikator kinerja poin ke-4 pada aspek ini?]"
209,7,"Integrasi Operasional dengan Teknologi & Sistem Informasi","[Integrasi Operasional dengan Teknologi & Sistem Informasi Bagaimana evaluasi indikator kinerja poin ke-5 pada aspek ini?]"
210,8,"Kapabilitas dan Struktur Tim SDM","[Kapabilitas dan Struktur Tim SDM Bagaimana evaluasi indikator kinerja poin ke-1 pada aspek ini?]"
211,8,"Kapabilitas dan Struktur Tim SDM","[Kapabilitas dan Struktur Tim SDM Bagaimana evaluasi indikator kinerja poin ke-2 pada aspek ini?]"
212,8,"Kapabilitas dan Struktur Tim SDM","[Kapabilitas dan Struktur Tim SDM Bagaimana evaluasi indikator kinerja poin ke-3 pada aspek ini?]"
213,8,"Kapabilitas dan Struktur Tim SDM","[Kapabilitas dan Struktur Tim SDM Bagaimana evaluasi indikator kinerja poin ke-4 pada aspek ini?]"
214,8,"Kapabilitas dan Struktur Tim SDM","[Kapabilitas dan Struktur Tim SDM Bagaimana evaluasi indikator kinerja poin ke-5 pada aspek ini?]"
215,8,"Sistem Rekrutmen dan Penempatan","[Sistem Rekrutmen dan Penempatan Bagaimana evaluasi indikator kinerja poin ke-1 pada aspek ini?]"
216,8,"Sistem Rekrutmen dan Penempatan","[Sistem Rekrutmen dan Penempatan Bagaimana evaluasi indikator kinerja poin ke-2 pada aspek ini?]"
217,8,"Sistem Rekrutmen dan Penempatan","[Sistem Rekrutmen dan Penempatan Bagaimana evaluasi indikator kinerja poin ke-3 pada aspek ini?]"
218,8,"Sistem Rekrutmen dan Penempatan","[Sistem Rekrutmen dan Penempatan Bagaimana evaluasi indikator kinerja poin ke-4 pada aspek ini?]"
219,8,"Sistem Rekrutmen dan Penempatan","[Sistem Rekrutmen dan Penempatan Bagaimana evaluasi indikator kinerja poin ke-5 pada aspek ini?]"
220,8,"SOP dan Tata Kelola SDM","[SOP dan Tata Kelola SDM Bagaimana evaluasi indikator kinerja poin ke-1 pada aspek ini?]"
221,8,"SOP dan Tata Kelola SDM","[SOP dan Tata Kelola SDM Bagaimana evaluasi indikator kinerja poin ke-2 pada aspek ini?]"
222,8,"SOP dan Tata Kelola SDM","[SOP dan Tata Kelola SDM Bagaimana evaluasi indikator kinerja poin ke-3 pada aspek ini?]"
223,8,"SOP dan Tata Kelola SDM","[SOP dan Tata Kelola SDM Bagaimana evaluasi indikator kinerja poin ke-4 pada aspek ini?]"
224,8,"SOP dan Tata Kelola SDM","[SOP dan Tata Kelola SDM Bagaimana evaluasi indikator kinerja poin ke-5 pada aspek ini?]"
225,8,"Pengembangan SDM dan Retensi","[Pengembangan SDM dan Retensi Bagaimana evaluasi indikator kinerja poin ke-1 pada aspek ini?]"
226,8,"Pengembangan SDM dan Retensi","[Pengembangan SDM dan Retensi Bagaimana evaluasi indikator kinerja poin ke-2 pada aspek ini?]"
227,8,"Pengembangan SDM dan Retensi","[Pengembangan SDM dan Retensi Bagaimana evaluasi indikator kinerja poin ke-3 pada aspek ini?]"
228,8,"Pengembangan SDM dan Retensi","[Pengembangan SDM dan Retensi Bagaimana evaluasi indikator kinerja poin ke-4 pada aspek ini?]"
229,8,"Pengembangan SDM dan Retensi","[Pengembangan SDM dan Retensi Bagaimana evaluasi indikator kinerja poin ke-5 pada aspek ini?]"
230,8,"Evaluasi Kinerja dan Budaya Kerja","[Evaluasi Kinerja dan Budaya Kerja Bagaimana evaluasi indikator kinerja poin ke-1 pada aspek ini?]"
231,8,"Evaluasi Kinerja dan Budaya Kerja","[Evaluasi Kinerja dan Budaya Kerja Bagaimana evaluasi indikator kinerja poin ke-2 pada aspek ini?]"
232,8,"Evaluasi Kinerja dan Budaya Kerja","[Evaluasi Kinerja dan Budaya Kerja Bagaimana evaluasi indikator kinerja poin ke-3 pada aspek ini?]"
233,8,"Evaluasi Kinerja dan Budaya Kerja","[Evaluasi Kinerja dan Budaya Kerja Bagaimana evaluasi indikator kinerja poin ke-4 pada aspek ini?]"
234,8,"Evaluasi Kinerja dan Budaya Kerja","[Evaluasi Kinerja dan Budaya Kerja Bagaimana evaluasi indikator kinerja poin ke-5 pada aspek ini?]"
235,8,"Sistem Penggajian, Benefit, dan Administrasi","[Sistem Penggajian, Benefit, dan Administrasi Bagaimana evaluasi indikator kinerja poin ke-1 pada aspek ini?]"
236,8,"Sistem Penggajian, Benefit, dan Administrasi","[Sistem Penggajian, Benefit, dan Administrasi Bagaimana evaluasi indikator kinerja poin ke-2 pada aspek ini?]"
237,8,"Sistem Penggajian, Benefit, dan Administrasi","[Sistem Penggajian, Benefit, dan Administrasi Bagaimana evaluasi indikator kinerja poin ke-3 pada aspek ini?]"
238,8,"Sistem Penggajian, Benefit, dan Administrasi","[Sistem Penggajian, Benefit, dan Administrasi Bagaimana evaluasi indikator kinerja poin ke-4 pada aspek ini?]"
239,8,"Sistem Penggajian, Benefit, dan Administrasi","[Sistem Penggajian, Benefit, dan Administrasi Bagaimana evaluasi indikator kinerja poin ke-5 pada aspek ini?]"
240,8,"Integrasi SDM dengan Digital & Teknologi","[Integrasi SDM dengan Digital & Teknologi Bagaimana evaluasi indikator kinerja poin ke-1 pada aspek ini?]"
241,8,"Integrasi SDM dengan Digital & Teknologi","[Integrasi SDM dengan Digital & Teknologi Bagaimana evaluasi indikator kinerja poin ke-2 pada aspek ini?]"
242,8,"Integrasi SDM dengan Digital & Teknologi","[Integrasi SDM dengan Digital & Teknologi Bagaimana evaluasi indikator kinerja poin ke-3 pada aspek ini?]"
243,8,"Integrasi SDM dengan Digital & Teknologi","[Integrasi SDM dengan Digital & Teknologi Bagaimana evaluasi indikator kinerja poin ke-4 pada aspek ini?]"
244,8,"Integrasi SDM dengan Digital & Teknologi","[Integrasi SDM dengan Digital & Teknologi Bagaimana evaluasi indikator kinerja poin ke-5 pada aspek ini?]"
